customerID,SharedDriverContribution,PrimaryLever,SecondaryLever,PrimaryLeverContribution,SHAP_Service_quality,SHAP_Billing_and_payment,SHAP_Protection_and_support,SHAP_Engagement_and_bundling,SHAP_Price_and_plan_fit
0419-YAAPX,0.5605167,Service quality,Protection and support,0.30553943,0.30553943,-0.115836054,0.124337785,-0.10271667,-0.1890072
8413-VONUO,0.55731636,Service quality,Price and plan fit,0.28372636,0.28372636,-0.09195275,0.09119444,0.04459224,0.14878511
0872-CASZJ,-0.4557649,Engagement and bundling,Billing and payment,0.16273782,-0.19425642,-0.14666691,-0.33875546,0.16273782,-0.21581826
4726-DLWQN,0.47895733,Engagement and bundling,Price and plan fit,0.0012788102,-0.29670587,-0.15458536,-0.20274371,0.0012788102,-0.14849415
8164-OCKUJ,-1.4568776,Protection and support,Engagement and bundling,0.07608512,-0.539799,-0.31185073,0.07608512,-0.2536128,-0.8403815
3094-JOJAI,0.5660944,Service quality,Protection and support,0.32326517,0.32326517,-0.4151497,0.11889266,-0.063687064,-0.17855307
9494-MRNYX,0.59315306,Service quality,Protection and support,0.35252482,0.35252482,-0.0028834755,0.13338885,-0.030931748,-0.04321289
2599-CZABP,-0.7496621,Billing and payment,Protection and support,0.11440098,-0.17730314,0.11440098,0.10747804,-0.33864695,-0.17836867
7945-PRBVF,-1.4065353,Protection and support,Engagement and bundling,0.0684305,-0.51569927,-0.2885852,0.0684305,-0.21188904,-0.35400528
4544-RXFMG,-0.79307985,Protection and support,Price and plan fit,0.120132975,-0.17828059,-0.1045868,0.120132975,-0.30321607,-0.02220764
0859-YGKFW,-0.69354016,Protection and support,Engagement and bundling,0.07113547,-0.5493788,-0.31133622,0.07113547,-0.30341136,-0.38782018
1150-FTQGN,-0.771183,Service quality,Price and plan fit,0.19995743,0.19995743,-0.32257456,-0.19462398,-0.074217305,-0.047908545
9223-UCPVT,0.5768737,Price and plan fit,Service quality,0.46007842,0.29568085,-0.041316606,0.1429321,0.044272684,0.46007842
7196-LIWRH,-1.5805885,Protection and support,Engagement and bundling,0.0774296,-0.6073131,-0.30807218,0.0774296,-0.25120416,-0.7455484
5448-VWNAM,0.48651823,Engagement and bundling,Billing and payment,0.02336919,-0.3557262,-0.15819712,-0.36789095,0.02336919,-0.22935447
1177-XZBJL,-0.6621202,No actionable lever,Service quality,-0.18133372,-0.18865877,-0.2482595,-0.32130283,-0.18133372,-0.25335318
3518-FSTWG,-1.4837129,Price and plan fit,Service quality,0.3279707,0.15106185,-0.104759134,-0.24617027,0.14164744,0.3279707
9330-VOFSZ,-1.3049242,Price and plan fit,Service quality,0.53321224,0.19645686,-0.057714622,-0.10036842,0.16743806,0.53321224
4351-QLCSU,0.60364866,Protection and support,Price and plan fit,0.14212947,-0.23378836,-0.10705506,0.14212947,-0.06885064,0.117194496
0939-EREMR,0.50516546,No actionable lever,Price and plan fit,-0.060688775,-0.3888551,-0.3834579,-0.060688775,-0.20824057,-0.14206228
9389-ACWBI,0.62213236,Service quality,Protection and support,0.30838382,0.30838382,-0.38005483,0.118368454,-0.15258785,-0.061631687
5419-JPRRN,0.5678912,Price and plan fit,Billing and payment,0.54740965,0.29761127,0.30459636,0.16139956,0.17237997,0.54740965
3644-QXEHN,0.52675486,Service quality,Protection and support,0.34943154,0.34943154,-0.08800711,0.1532624,0.052527964,0.09333458
2911-IJORQ,-0.4816738,Engagement and bundling,Price and plan fit,0.21841532,-0.2186842,-0.10260928,-0.3461893,0.21841532,-0.07472329
5921-NGYRH,0.5388821,Service quality,Protection and support,0.26563722,0.26563722,-0.2121515,-0.18171339,-0.22532451,-0.25975436
2100-BDNSN,0.55005604,Engagement and bundling,Price and plan fit,0.066935,-0.32803065,-0.33000818,-0.051305976,0.066935,-0.018475309
5998-DZLYR,-1.5587454,Service quality,Engagement and bundling,0.18829237,0.18829237,-0.096450016,-0.11260307,0.07852347,-0.03252518
0488-GSLFR,0.651912,Billing and payment,Service quality,0.31706858,0.29167905,0.31706858,0.14280373,-0.1583524,0.21209624
9318-NKNFC,0.60683644,Protection and support,Billing and payment,0.08821545,-0.6560085,-0.10394865,0.08821545,-0.16213055,-0.4296496
3985-HOYPM,-0.73390704,Protection and support,Billing and payment,0.0744591,-0.6001528,-0.3186474,0.0744591,-0.3843542,-0.716137
9728-FTTVZ,0.651912,Billing and payment,Service quality,0.31706858,0.29167905,0.31706858,0.14280373,-0.1583524,0.21209624
9548-LERKT,-1.4877546,Protection and support,Engagement and bundling,0.069997445,-0.5455471,-0.32711795,0.069997445,-0.259072,-0.6936375
6576-FBXOJ,-0.53698367,Engagement and bundling,Billing and payment,0.26394483,-0.21038482,0.053214125,-0.15122665,0.26394483,-0.044959694
4310-KEDTB,0.5176915,Protection and support,Engagement and bundling,0.14406016,-0.31568545,-0.17736508,0.14406016,-0.031533718,-0.19711025
7254-IQWOZ,0.6502722,Billing and payment,Service quality,0.3195507,0.29167905,0.3195507,0.14507166,-0.16069894,0.20845407
2474-BRUCM,0.44556624,Service quality,Price and plan fit,0.2762673,0.2762673,0.020294882,-0.120485306,0.18605417,0.24418628
4062-HBMOS,0.4571857,Billing and payment,Service quality,0.3328547,0.2949651,0.3328547,0.0947773,0.19447897,0.2308235
0742-NXBGR,0.654744,Billing and payment,Service quality,0.3054101,0.29340804,0.3054101,0.108445846,-0.15803042,0.25508153
2676-ISHSF,0.60684955,Protection and support,Price and plan fit,0.0874657,-0.66759884,-0.32259062,0.0874657,-0.1699419,0.026804373
9236-NDUCW,-1.5168049,No actionable lever,Service quality,-0.12579264,-0.1512945,-0.326341,-0.30850157,-0.12579264,-0.31803563
4753-PADAS,-0.5323059,Engagement and bundling,Price and plan fit,0.30032593,0.21934183,-0.07284812,0.11587453,0.30032593,0.24185945
6103-QCKFX,0.47584498,No actionable lever,Engagement and bundling,-0.10228871,-0.30801728,-0.28319627,-0.30413866,-0.1576692,-0.10228871
7781-EWARA,-0.48102683,Engagement and bundling,Billing and payment,0.22372732,-0.1871962,0.07562413,-0.24562863,0.22372732,-0.21402071
6110-OHIHY,0.60985816,Service quality,Protection and support,0.30033797,0.30033797,-0.040708613,0.120688744,-0.07733482,0.12067531
7018-FPXHH,-1.462187,No actionable lever,Service quality,-0.111076795,-0.1750052,-0.111076795,-0.17946926,-0.25070256,-0.38579214
5889-LFOLL,0.59285134,Service quality,Billing and payment,0.35327303,0.35327303,0.34662193,0.1403811,0.08448167,0.16054638
5708-EVONK,0.47147128,Service quality,Engagement and bundling,0.27061462,0.27061462,-0.11683905,-0.22565486,0.058976173,0.042301312
8708-XPXHZ,0.4934361,Service quality,Billing and payment,0.32623547,0.32623547,0.32405254,0.17940253,0.24111398,-0.027475558
0616-ATFGB,0.6122666,Protection and support,Engagement and bundling,0.13841584,-0.22977395,0.025443159,0.13841584,0.051174104,0.04533157
0572-ZJKLT,-1.5897502,Service quality,Engagement and bundling,0.18824005,0.18824005,-0.317538,-0.28241268,0.09621057,0.08096192
5135-RDDQL,-1.4755031,No actionable lever,Protection and support,-0.14413498,-0.16346736,-0.14413498,-0.1626044,-0.21113515,-0.22643803
1353-LJWEM,0.5100055,Billing and payment,Protection and support,0.3285486,-0.38582337,0.3285486,-0.13283923,-0.21505836,-0.1613212
1794-SWWKL,0.5089265,No actionable lever,Engagement and bundling,-0.05504846,-0.34859177,-0.11225423,-0.071174175,-0.05720985,-0.05504846
6166-YIPFO,-1.5207504,Billing and payment,Engagement and bundling,0.38827285,-0.16627604,0.38827285,-0.5106755,0.10937196,-0.25180954
7016-BPGEU,0.5400891,Protection and support,Engagement and bundling,0.14073509,-0.30439818,-0.12368474,0.14073509,0.02809605,-0.13998827
6876-ADESB,0.5739322,Protection and support,Price and plan fit,0.13409226,-0.23077393,-0.0018975222,0.13409226,-0.15209678,0.12295696
9332-GYWLO,0.50894743,Protection and support,Billing and payment,0.13970925,-0.32766598,0.0014226174,0.13970925,-0.09597274,-0.1704235
1963-SVUCV,0.57555026,Protection and support,Price and plan fit,0.12540202,-0.23227799,-0.0042524124,0.12540202,-0.17056204,0.10889301
4184-VODJZ,-0.66957045,Billing and payment,Service quality,0.33507377,0.21621951,0.33507377,0.103141695,0.124531135,-0.055216268
0220-EBGCE,0.6186532,Billing and payment,Service quality,0.31851262,0.2851029,0.31851262,0.15052412,-0.07552406,0.124148265
1092-WPIVQ,-1.4684898,Protection and support,Engagement and bundling,0.0787739,-0.5366737,-0.3745888,0.0787739,-0.09543865,-0.3975955
7233-IOQNP,0.48844543,No actionable lever,Price and plan fit,-0.07956532,-0.300515,-0.28270668,-0.3261511,-0.07956532,-0.2627508
2834-JKOOW,-0.7339331,No actionable lever,Engagement and bundling,-0.018061653,-0.214777,-0.32332265,-0.29826123,-0.20791051,-0.018061653
2754-VDLTR,0.5382708,Service quality,Price and plan fit,0.34832525,0.34832525,-0.043785907,0.13568261,0.171824,0.24304062
2400-FEQME,-1.4556658,Protection and support,Engagement and bundling,0.07799761,-0.54141617,-0.31211135,0.07799761,-0.2607921,-0.74864805
3190-XFANI,-0.50726485,Engagement and bundling,Price and plan fit,0.38778347,0.2260468,-0.054522377,-0.049177602,0.38778347,0.36414656
7551-DACSP,0.54232687,Protection and support,Price and plan fit,0.11550814,-0.37311506,-0.11109975,0.11550814,-0.15643185,0.0032006241
4957-SREEC,-1.4485593,Protection and support,Billing and payment,0.06524234,-0.52152,-0.24473748,0.06524234,-0.25353366,-0.79694724
7235-NXZCP,0.65171117,Service quality,Protection and support,0.29436678,0.29436678,-0.10948288,0.15530603,-0.023685388,-0.012279771
0230-UBYPQ,-0.7109357,No actionable lever,Price and plan fit,-0.1542016,-0.1542016,-0.25263906,-0.33799112,-0.2497645,-0.23109683
4923-ADWXJ,0.44986624,No actionable lever,Billing and payment,-0.04505688,-0.39655077,-0.107800424,-0.12725529,-0.04505688,-0.2713749
1763-KUAAW,-0.75426495,Protection and support,Billing and payment,0.06692178,-0.56551516,-0.23754425,0.06692178,-0.33649287,-0.4529396
1104-TNLZA,0.4269147,Service quality,Billing and payment,0.3037752,0.3037752,0.29723728,-0.1747065,0.19396268,0.27578956
5195-KPUNQ,-0.54765636,Service quality,Engagement and bundling,0.19658859,0.19658859,-0.11468985,-0.35763803,0.057239007,-0.04110217
0520-FDVVT,-0.5195742,Price and plan fit,Service quality,0.332263,0.23363253,-0.04642083,0.09933771,0.22184706,0.332263
3439-GVUSX,0.6361239,Protection and support,Price and plan fit,0.13739803,-0.22863556,-0.34699938,0.13739803,0.02234216,0.024517447
1444-VVSGW,-0.4709494,Price and plan fit,Engagement and bundling,0.44281685,0.20017269,-0.21097408,-0.2764872,0.2785958,0.44281685
5712-PTIWW,0.6325337,Billing and payment,Service quality,0.33623502,0.27823818,0.33623502,-0.08623478,-0.16268474,0.026392478
5949-HGVJL,0.466788,Billing and payment,Engagement and bundling,0.32898107,-0.40783253,0.32898107,-0.17302097,0.024630453,-0.24714163
5203-XEHAX,-0.50676394,No actionable lever,Billing and payment,-0.0070111454,-0.28127325,-0.018883802,-0.17711903,-0.0070111454,-0.26321062
1635-HDGFT,-1.5020974,Protection and support,Engagement and bundling,0.06788936,-0.55994517,-0.32788077,0.06788936,-0.24355394,-0.712587
3315-TOTBP,0.59856474,Service quality,Protection and support,0.32615018,0.32615018,-0.1513363,0.12804808,-0.08901998,-0.018933818
8050-XGRVL,-0.69361985,No actionable lever,Service quality,-0.14669843,-0.1745412,-0.26081097,-0.14669843,-0.31726706,-0.2050119
6661-HBGWL,0.44458926,Service quality,Engagement and bundling,0.29279092,0.29279092,-0.09670762,0.08857491,0.18930405,0.1842724
1518-VOWAV,0.48984253,Billing and payment,Engagement and bundling,0.3008527,-0.38779894,0.3008527,-0.25506714,0.030122247,-0.18307571
9828-QHFBK,0.48225582,Billing and payment,Protection and support,0.38783458,-0.337608,0.38783458,-0.15560094,-0.24198654,-0.30769148
3908-MKIMJ,-1.4001579,Billing and payment,Engagement and bundling,0.41317526,-0.15545814,0.41317526,-0.12924719,0.011531249,-0.30528855
5012-YSPJJ,0.48058587,No actionable lever,Price and plan fit,-0.06435874,-0.37724382,-0.36596197,-0.06435874,-0.16235629,-0.1591734
5909-ECHUI,0.5726102,Billing and payment,Protection and support,0.29938647,-0.29520112,0.29938647,0.15043883,-0.069394685,0.12092491
1309-BXVOQ,0.43959805,Billing and payment,Service quality,0.3391677,0.3147835,0.3391677,-0.0756879,0.2184978,0.28512156
6728-VOIFY,-0.613296,Billing and payment,Service quality,0.34260544,0.2225366,0.34260544,0.104361296,0.16808201,0.05891356
9317-WZPGV,0.61770695,Service quality,Price and plan fit,0.28358054,0.28358054,-0.07314604,0.14019682,-0.034134652,0.19664237
4891-NLUBA,-1.5325327,Engagement and bundling,Billing and payment,0.10163007,-0.15726197,-0.10827928,-0.21906678,0.10163007,-0.21604344
2856-HYAPG,0.6315669,Service quality,Price and plan fit,0.28974864,0.28974864,-0.016580425,0.12887973,-0.15940255,0.23273444
8969-PRHFK,-0.7294917,Protection and support,Billing and payment,0.059459068,-0.58484566,-0.31980252,0.059459068,-0.3607869,-0.594897
0661-KQHNK,-0.7162672,Protection and support,Engagement and bundling,0.056633737,-0.63258654,-0.34282753,0.056633737,-0.29143232,-0.94935703
8709-KRDVL,0.47477213,Billing and payment,Service quality,0.35452738,0.30808404,0.35452738,0.08956296,0.1758697,0.07388902
4488-PSYCG,0.49574387,Protection and support,Engagement and bundling,0.07539053,-0.8190461,-0.31005147,0.07539053,-0.20161,-0.32012016
1427-VERSM,0.46812734,Billing and payment,Service quality,0.32383665,0.29063836,0.32383665,-0.1023474,0.061172903,0.06125778
9801-NOSHQ,-0.7346537,Protection and support,Billing and payment,0.07042367,-0.5961081,-0.31842557,0.07042367,-0.3547905,-0.67813724
6339-YPSAH,0.6152959,Service quality,Billing and payment,0.3486938,0.3486938,0.33403486,0.14359371,-0.23464043,-0.16323262
3621-CEOVK,0.51864994,Billing and payment,Service quality,0.33084542,0.32744604,0.33084542,0.07907789,0.1677184,0.12911919
6906-ANDWJ,0.5980136,Service quality,Protection and support,0.3249846,0.3249846,-0.107600175,0.12707557,-0.074305326,0.024600442
2159-TURXX,0.51251256,Protection and support,Engagement and bundling,0.075386524,-0.84132,-0.39436537,0.075386524,-0.17596902,-0.38740587
1548-FEHVL,0.430044,Billing and payment,Service quality,0.34927577,0.26709238,0.34927577,-0.23525274,0.17341377,0.17455389
3795-CAWEX,-1.4470203,Price and plan fit,Service quality,0.31998715,0.19222154,-0.047015928,-0.3433923,0.078707695,0.31998715
6215-NQCPY,0.5093587,Billing and payment,Service quality,0.3364568,0.31468737,0.3364568,-0.20954566,0.23282158,0.13047762
5647-URDKA,-1.4461714,Protection and support,Engagement and bundling,0.06928513,-0.5806547,-0.33414805,0.06928513,-0.19898033,-0.49401584
2229-DPMBI,-1.5649151,Protection and support,Engagement and bundling,0.069087386,-0.6020818,-0.30271664,0.069087386,-0.23988411,-0.7130419
9626-WEQRM,0.56618875,Engagement and bundling,Price and plan fit,0.03252472,-0.2596154,-0.13407405,-0.1923849,0.03252472,-0.06566826
2188-SXWVT,-0.69404817,No actionable lever,Price and plan fit,-0.15343869,-0.27064574,-0.30573446,-0.15343869,-0.31750935,-0.18035132
6258-PVZWJ,-1.5178573,Engagement and bundling,Billing and payment,0.13512084,-0.1866434,-0.107456975,-0.37448272,0.13512084,-0.28905284
1094-BKOSX,-0.48887897,Engagement and bundling,Price and plan fit,0.15160817,-0.17852812,-0.23745392,-0.1621165,0.15160817,-0.06748276
6969-MVBAI,0.6178527,Service quality,Billing and payment,0.34728485,0.34728485,0.32245255,0.14027292,0.062857196,0.21255426
2978-XXSOG,0.48396426,No actionable lever,Price and plan fit,-0.08459467,-0.34763974,-0.20761038,-0.3334627,-0.08459467,-0.17176132
2342-CKIAO,0.57133204,Protection and support,Engagement and bundling,0.075602464,-0.862234,-0.34598765,0.075602464,-0.20072486,-0.47510347
6953-PBDIN,-1.4344481,Engagement and bundling,Protection and support,0.014049267,-0.17543224,-0.28638268,-0.0999418,0.014049267,-0.35531944
3898-BSJYF,-0.52925396,Engagement and bundling,Price and plan fit,0.1776764,-0.2368708,-0.31554288,-0.25167698,0.1776764,-0.15010938
3938-YFPXD,-1.5283628,Engagement and bundling,Service quality,0.16356643,-0.16057955,-0.26332387,-0.31613797,0.16356643,-0.23429345
7696-AMHOD,-0.48695952,Engagement and bundling,Protection and support,0.16898862,-0.19507541,-0.25809065,0.100275494,0.16898862,-0.06482237
2453-SAFNS,-0.6860012,No actionable lever,Protection and support,-0.07930052,-0.18219377,-0.28999448,-0.10771273,-0.07930052,-0.16602284
9558-IHEZX,-1.4735751,Price and plan fit,Service quality,0.27351072,0.17340076,-0.08465835,-0.26325634,0.13527444,0.27351072
9617-UDPEU,-0.73999643,Protection and support,Billing and payment,0.07058914,-0.56235313,-0.12845066,0.07058914,-0.31514323,-0.78197473
6340-DACFT,-1.452304,Protection and support,Billing and payment,0.06642169,-0.534297,-0.22353226,0.06642169,-0.245814,-0.73890376
4955-VCWBI,-0.6756987,Protection and support,Engagement and bundling,0.05920105,-0.54797757,-0.3380975,0.05920105,-0.30133662,-0.5325271
6813-GZQCG,-1.5138028,Protection and support,Billing and payment,0.09503199,-0.54899096,-0.07174759,0.09503199,-0.08338979,-0.5716956
7426-GSWPO,0.43465742,Service quality,Engagement and bundling,0.25635645,0.25635645,-0.13473473,-0.23439682,0.18588784,0.13424179
3389-KTRXV,-1.4576906,Protection and support,Engagement and bundling,0.07484743,-0.51718855,-0.31842658,0.07484743,-0.06336879,-0.2792426
3118-UHVVQ,-1.3861792,Protection and support,Engagement and bundling,0.082556896,-0.47455123,-0.22888505,0.082556896,-0.12103923,-0.406843
1031-IIDEO,0.651912,Billing and payment,Service quality,0.31706858,0.2925036,0.31706858,0.14280373,-0.1583524,0.21044713
5832-XKAES,0.64809775,Service quality,Protection and support,0.28333035,0.28333035,-0.08948135,0.13651782,-0.16204885,0.034407
3205-MXZRA,-0.6871999,No actionable lever,Engagement and bundling,-0.07155147,-0.29403985,-0.300142,-0.07155147,-0.16851673,-0.19335513
4701-AHWMW,0.4377468,Engagement and bundling,Price and plan fit,0.21718913,-0.27615792,-0.13247333,-0.20142779,0.21718913,-0.08000194
8317-BVKSO,0.5080892,Billing and payment,Protection and support,0.34277776,-0.9602159,0.34277776,0.093513235,-0.23226689,-0.5843893
5702-KVQRD,-1.5010369,Billing and payment,Engagement and bundling,0.40517074,-0.1870918,0.40517074,-0.3322698,0.051409185,-0.20763609
0083-PIVIK,-0.63590145,Billing and payment,Engagement and bundling,0.2161169,-0.20758185,0.2161169,-0.3784823,-0.018250542,-0.27851018
9210-IAHGH,0.48175088,Engagement and bundling,Price and plan fit,0.06402835,-0.39468578,-0.07947616,-0.06344047,0.06402835,-0.01809062
6169-PGNCD,-1.4546008,No actionable lever,Billing and payment,-0.093961954,-0.19042462,-0.10639955,-0.32604018,-0.093961954,-0.19850075
0023-XUOPT,0.5516703,Service quality,Price and plan fit,0.3405828,0.3405828,-0.021216415,0.06825885,0.06632448,0.13234353
4592-IWTJI,0.5790527,No actionable lever,Price and plan fit,-0.024330258,-0.2363395,-0.32218558,-0.16035832,-0.024330258,-0.15379088
4909-JOUPP,-1.4609771,Price and plan fit,Engagement and bundling,0.37741178,0.15556808,-0.24331892,-0.07252448,0.17699659,0.37741178
4657-FWVFY,0.52836597,Service quality,Protection and support,0.30914673,0.30914673,-0.10297047,0.10645946,0.05240366,-0.012468547
2257-BOVXD,0.5064254,Engagement and bundling,Protection and support,0.068075284,-0.3756735,-0.124196105,-0.060376026,0.068075284,-0.11559368
7729-JTEEC,0.58608544,Billing and payment,Protection and support,0.3363946,-0.22904165,0.3363946,0.13672057,-0.17851168,-0.09049434
7632-MNYOY,-0.5027546,Price and plan fit,Engagement and bundling,0.35522664,0.20228931,-0.22317585,-0.09444781,0.33060807,0.35522664
6518-LGAOV,0.4208977,Billing and payment,Service quality,0.33336055,0.30409628,0.33336055,-0.06698944,0.20575419,0.1997864
7242-QZLXF,0.6384865,Billing and payment,Protection and support,0.3354481,-0.23311123,0.3354481,0.15430158,0.036268726,-0.0030012205
4576-CSAJH,-0.72011733,Price and plan fit,Billing and payment,0.058037195,-0.2222203,-0.07498089,-0.088318534,-0.30032796,0.058037195
1000-AJSLD,0.61939096,Protection and support,Price and plan fit,0.09799097,-0.6552569,-0.09563292,0.09799097,-0.16889176,0.05748014
9696-RMYBA,0.6453888,Service quality,Protection and support,0.3153427,0.3153427,-0.12104514,0.13608423,-0.063465856,0.08989117
8690-UPCZI,-0.68273973,No actionable lever,Price and plan fit,-0.11111701,-0.2846946,-0.27682507,-0.26852652,-0.11111701,-0.1992679
1062-LHZOD,0.6664508,Service quality,Price and plan fit,0.29170388,0.29170388,-0.10985826,0.14553687,-0.14825857,0.22106573
9770-LXDBK,0.56124234,Protection and support,Engagement and bundling,0.07346115,-0.8813933,-0.3516525,0.07346115,-0.22761239,-0.56846535
4086-WITJG,-1.3482924,Protection and support,Engagement and bundling,0.10281258,-0.48834863,-0.31164768,0.10281258,-0.21741776,-0.6285169
8344-WFMFH,0.52313274,Billing and payment,Protection and support,0.33693373,-0.32955292,0.33693373,0.10478354,-0.20070925,-0.21360844
9600-NAXZN,0.44429803,Billing and payment,Service quality,0.34293985,0.31033388,0.34293985,0.09084012,0.24183507,0.24924734
8822-KNBHV,-0.4920324,Engagement and bundling,Billing and payment,0.25214195,-0.21008527,-0.091686,-0.20770322,0.25214195,-0.20167145
8404-FYDIB,0.56555015,Service quality,Price and plan fit,0.32035285,0.32035285,-0.12256177,-0.21053378,-0.10029538,-0.080438785
2791-SFVEW,0.5068264,Protection and support,Engagement and bundling,0.06402946,-0.8621709,-0.27188104,0.06402946,-0.21730408,-0.28091276
6457-USBER,0.6284068,Billing and payment,Service quality,0.2986302,0.2925036,0.2986302,0.15328455,-0.07427666,0.23685783
6762-NSODU,-1.4463422,Protection and support,Billing and payment,0.07555388,-0.5061718,-0.23014414,0.07555388,-0.24109206,-0.74246365
4662-EKDPQ,0.53842413,Protection and support,Engagement and bundling,0.13344674,-0.27195892,-0.37675697,0.13344674,0.06950967,-0.10102794
9248-OJYKK,0.647917,Billing and payment,Service quality,0.31397572,0.29004043,0.31397572,0.14613853,-0.045625564,0.22191316
9888-ZCUMM,-1.5011537,Engagement and bundling,Billing and payment,0.12919208,-0.16255644,-0.13717376,-0.39562273,0.12919208,-0.21716514
3398-FSHON,0.61155516,Service quality,Billing and payment,0.3453135,0.3453135,0.3325977,0.084679894,0.06417274,0.21715146
3319-DWOEP,0.5688136,Service quality,Price and plan fit,0.35067424,0.35067424,0.3006026,0.14627641,0.06859976,0.3382373
1074-WVEVG,-0.7267157,Protection and support,Billing and payment,0.07422262,-0.5687031,-0.30780727,0.07422262,-0.37694025,-0.76155233
9979-RGMZT,-0.7212834,Price and plan fit,Service quality,0.2696632,0.2533285,-0.05269874,0.10535074,0.18513493,0.2696632
6437-UDQJM,-1.5461259,Engagement and bundling,Billing and payment,0.13680314,-0.15022834,-0.127735,-0.22365235,0.13680314,-0.25463775
1226-IENZN,0.55597496,Billing and payment,Service quality,0.3227331,0.30346847,0.3227331,0.13427806,-0.09284621,-0.08514802
2108-GLPQB,0.48601767,Protection and support,Engagement and bundling,0.12052424,-0.39426252,-0.36783674,0.12052424,-0.106498346,-0.25411314
9259-PACGQ,0.45163766,Billing and payment,Engagement and bundling,0.039775882,-0.3997416,0.039775882,-0.3711149,-0.05298894,-0.23693892
4415-IJZTP,0.6519613,Billing and payment,Service quality,0.3283942,0.2925036,0.3283942,0.14521548,-0.043279026,0.20012948
1465-VINDH,0.49206752,Price and plan fit,Service quality,0.51553726,0.36630368,-0.06274084,0.10523016,0.23071486,0.51553726
5474-LAMUQ,-0.72735983,Protection and support,Billing and payment,0.07847596,-0.5826405,-0.31345114,0.07847596,-0.38068354,-0.67639714
3468-DRVQJ,-0.7525555,Billing and payment,Engagement and bundling,0.0902208,-0.23963541,0.0902208,-0.17026246,-0.05256352,-0.091283545
1122-YJBCS,-0.6968339,No actionable lever,Protection and support,-0.09568111,-0.18811995,-0.09568111,-0.14374506,-0.3615897,-0.303242
4990-ALDGW,-1.4236349,Protection and support,Engagement and bundling,0.07317607,-0.51408064,-0.3493046,0.07317607,-0.22729997,-0.43257773
4816-OKWNX,-0.48972422,Price and plan fit,Service quality,0.31971413,0.22595541,-0.053618778,-0.13990085,0.1628301,0.31971413
3315-IKYZQ,-0.68630075,No actionable lever,Price and plan fit,-0.0587184,-0.27118438,-0.31725448,-0.3221974,-0.0587184,-0.18022911
2810-FTLEM,0.4935254,Billing and payment,Price and plan fit,0.42358816,-0.2979099,0.42358816,-0.16248749,-0.164951,-0.038696278
4747-LCAQL,0.44166833,Engagement and bundling,Price and plan fit,0.055890273,-0.34386456,-0.20309891,-0.37653127,0.055890273,-0.14276674
3411-WLRSQ,0.6448487,Service quality,Protection and support,0.29830605,0.29830605,-0.08122179,0.12864633,-0.20453814,-0.09867114
0898-XCGTF,-0.56690764,Engagement and bundling,Service quality,0.33094436,0.21358973,-0.114666045,0.16241755,0.33094436,0.008092776
8006-PYCSW,0.5710194,Protection and support,Engagement and bundling,0.075990304,-0.80870664,-0.3505633,0.075990304,-0.17999469,-0.20104642
8249-THVEC,-0.73192966,Protection and support,Billing and payment,0.075721644,-0.53615135,-0.28992018,0.075721644,-0.329841,-0.5068978
8722-PRFDV,-1.5360535,Engagement and bundling,Protection and support,0.11007282,-0.17000353,-0.2790821,-0.15475474,0.11007282,-0.29855055
2164-SOQXL,0.49051997,Protection and support,Engagement and bundling,0.076906085,-0.84372604,-0.3793603,0.076906085,-0.19628438,-0.46229702
4020-KIUDI,0.518397,Protection and support,Engagement and bundling,0.06571321,-0.8999793,-0.31385496,0.06571321,-0.20072724,-0.47888818
5850-BDWCY,0.5217981,Protection and support,Engagement and bundling,0.07209267,-0.9357189,-0.35210857,0.07209267,-0.20989034,-0.48871946
2038-YSEZE,0.46462223,No actionable lever,Price and plan fit,-0.10455111,-0.38432515,-0.37912497,-0.32312343,-0.10455111,-0.2726105
0827-ITJPH,-1.4603078,Protection and support,Billing and payment,0.061146308,-0.5406477,-0.09965068,0.061146308,-0.25981668,-1.1583676
8799-OXZMD,0.5098417,Protection and support,Engagement and bundling,0.14584586,-0.30114636,-0.14353412,0.14584586,0.028566599,-0.06274168
1925-TIBLE,0.62467057,Billing and payment,Service quality,0.36229438,0.35980806,0.36229438,0.1322219,0.06845259,0.08150576
1705-GUHPV,-1.4532585,Protection and support,Engagement and bundling,0.08603009,-0.53098035,-0.32667848,0.08603009,-0.13617823,-0.6939888
4779-ZGICK,-1.4634533,Protection and support,Engagement and bundling,0.076988585,-0.5503136,-0.29273856,0.076988585,-0.09555715,-0.55367863
0048-PIHNL,-0.6556559,Protection and support,Billing and payment,0.059292164,-0.5517639,-0.2634438,0.059292164,-0.3256539,-0.5467839
0818-OCPZO,0.5554976,Billing and payment,Service quality,0.32162192,0.31040895,0.32162192,0.09839768,-0.08573719,-0.12055397
3967-KXAPS,-1.5497773,Engagement and bundling,Service quality,0.112351745,-0.15943217,-0.24295579,-0.3689653,0.112351745,-0.25514504
1447-GIQMR,0.6502722,Billing and payment,Service quality,0.3195507,0.29163158,0.3195507,0.14501935,-0.16175023,0.20771343
3704-IEAXF,-1.5175867,Engagement and bundling,Service quality,0.15342401,-0.13504584,-0.2728976,-0.15738523,0.15342401,-0.32975036
6810-VCAEX,-0.7047477,No actionable lever,Service quality,-0.14978331,-0.18328148,-0.19973038,-0.34189075,-0.20721197,-0.14978331
0674-EYYZV,0.5926457,Billing and payment,Protection and support,0.33368328,-0.23810221,0.33368328,0.14372642,-0.054437324,0.11702976
