customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ServiceCount,ChurnFlag,Cluster,CustomerSegment,TenureBand,ARPU,ChargeRatio,ContractRiskFlag,ValueTier,AutoPayFlag
2794-XIMMO,Male,0,Yes,No,53,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,60.45,3184.25,Yes,5,1,1,Established High-Value,49-72 months,60.08018867924528,1.006155295595509,0,Medium,0
8382-SHQEH,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,764.95,Yes,1,1,3,New High-Spend,7-12 months,95.61875,0.8879011700111118,1,Premium,0
3511-BFTJW,Male,0,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),38.5,2763.0,No,3,0,2,Established Budget,49-72 months,38.375,1.003257328990228,0,Medium,1
7668-XCFYV,Female,1,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,1614.7,No,2,0,3,New High-Spend,13-24 months,94.98235294117649,0.9743915278379884,1,Premium,0
2983-ZANRP,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.55,145.4,Yes,1,1,3,New High-Spend,0-6 months,72.7,1.0116918844566711,1,High,1
7845-URHJN,Female,0,Yes,No,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.15,156.25,Yes,0,1,0,New Budget,7-12 months,19.53125,1.03168,1,Low,1
3034-ZBEQN,Female,0,Yes,No,48,No,No,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,34.7,1604.5,Yes,2,1,2,Established Budget,25-48 months,33.427083333333336,1.0380803988781553,0,Low,0
5018-HEKFO,Female,0,No,No,10,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.5,270.15,No,0,0,0,New Budget,7-12 months,27.015,0.90690357208958,1,Low,0
2923-ARZLG,Male,0,Yes,Yes,0,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.7,0.0,No,0,0,0,New Budget,0-6 months,0.0,0.0,0,Low,0
3976-NLDEZ,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.6,20.6,No,0,0,0,New Budget,0-6 months,20.6,1.0,1,Low,0
2282-YGNOR,Female,0,No,No,29,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),58.0,1734.5,No,3,0,3,New High-Spend,25-48 months,59.810344827586206,0.9697319112136062,0,Medium,1
5336-UFNZP,Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.45,7047.5,No,4,0,1,Established High-Value,49-72 months,108.42307692307692,0.991025186236254,0,Premium,0
6854-EXGSF,Female,0,No,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.5,573.15,No,3,0,3,New High-Spend,7-12 months,71.64375,0.9142458344237984,1,High,1
1241-EZFMJ,Male,0,Yes,No,61,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.45,1538.6,No,0,0,2,Established Budget,49-72 months,25.22295081967213,1.0090016898479135,0,Low,1
9233-PSYHO,Female,1,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.15,4459.8,No,3,0,1,Established High-Value,25-48 months,99.10666666666668,1.0105273779093231,0,Premium,1
5376-PCKNB,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.45,7459.0,No,4,0,1,Established High-Value,49-72 months,103.59722222222224,1.008231666443223,0,Premium,1
8044-BGWPI,Male,0,Yes,Yes,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,21.15,306.05,No,0,0,0,New Budget,7-12 months,25.504166666666663,0.8292762620486848,1,Low,0
4060-LDNLU,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.2,639.7,No,2,0,3,New High-Spend,7-12 months,91.38571428571429,1.0526809441925904,1,Premium,0
3589-PPVKW,Male,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.4,348.15,No,0,0,0,New Budget,7-12 months,38.68333333333333,1.147781128823783,1,Medium,0
8327-LZKAS,Female,1,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.55,4533.9,Yes,4,1,1,Established High-Value,25-48 months,105.43953488372092,1.0200158803678951,0,Premium,0
5887-IKKYO,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),94.35,5563.65,No,3,0,1,Established High-Value,49-72 months,95.925,0.983580922595778,0,Premium,1
1075-BGWOH,Male,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,1587.55,Yes,3,1,3,New High-Spend,13-24 months,99.221875,0.9952442442757709,1,Premium,0
1755-RMCXH,Male,0,Yes,Yes,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.3,40.25,No,0,0,0,New Budget,0-6 months,20.125,1.008695652173913,1,Low,0
0302-JOIVN,Female,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,842.9,Yes,4,1,3,New High-Spend,7-12 months,105.3625,0.9600189820856568,1,Premium,0
3858-XHYJO,Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),105.75,4228.55,No,4,0,1,Established High-Value,25-48 months,105.71375,1.0003429071431105,0,Premium,1
4299-SIMNS,Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,784.45,No,1,0,3,New High-Spend,7-12 months,87.16111111111111,0.9310344827586208,1,High,0
7025-IWFHT,Male,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.55,3729.75,No,3,0,1,Established High-Value,25-48 months,90.96951219512196,0.9843957369796904,0,Premium,0
6261-LHRTG,Female,0,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,1406.9,No,2,0,3,New High-Spend,25-48 months,54.11153846153847,1.0117989906887483,1,Medium,1
7841-FCRQD,Female,0,Yes,No,33,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),53.75,1857.3,No,2,0,3,New High-Spend,25-48 months,56.28181818181818,0.9550153448554352,0,Medium,1
2056-EVGZL,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),105.75,7322.5,No,5,0,1,Established High-Value,49-72 months,107.68382352941175,0.9820416524411062,0,Premium,1
8777-MBMTS,Female,1,Yes,No,65,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),105.85,6725.5,No,5,0,1,Established High-Value,49-72 months,103.46923076923076,1.0230094416771986,0,Premium,1
7753-USQYQ,Male,0,No,No,55,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,64.2,3627.3,No,3,0,1,Established High-Value,49-72 months,65.9509090909091,0.9734513274336284,0,Medium,0
5366-IJEQJ,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.7,1761.45,Yes,2,1,3,New High-Spend,13-24 months,88.0725,1.0071248119447047,1,High,0
7661-CPURM,Male,0,No,No,19,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),87.7,1725.95,No,2,0,3,New High-Spend,13-24 months,90.83947368421052,0.965439323271242,0,Premium,1
6233-HXJMX,Female,0,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.3,4192.15,No,2,0,1,Established High-Value,25-48 months,93.15888888888888,0.9585773409825508,1,Premium,1
5902-WBLSE,Female,0,Yes,Yes,70,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),20.15,1411.2,No,0,0,2,Established Budget,49-72 months,20.16,0.999503968253968,0,Low,1
1981-INRFU,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.75,164.5,Yes,1,1,3,New High-Spend,0-6 months,82.25,0.9696048632218844,1,High,0
4971-PUYQO,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.55,2724.6,Yes,2,1,3,New High-Spend,25-48 months,100.91111111111113,0.9369632239594804,1,Premium,0
3239-TPHPZ,Female,0,Yes,No,12,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,20.05,264.55,No,0,0,0,New Budget,7-12 months,22.04583333333333,0.9094689094689096,0,Low,0
5115-GZDEL,Male,0,No,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),67.2,4671.7,No,6,0,1,Established High-Value,49-72 months,64.88472222222222,1.0356829419697329,0,Medium,1
3338-CVVEH,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.55,1173.55,No,2,0,3,New High-Spend,7-12 months,97.79583333333332,0.9668101060883644,1,Premium,0
8485-GJCDN,Female,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.05,318.5,Yes,0,1,3,New High-Spend,0-6 months,63.7,1.083987441130298,1,Medium,0
2615-YVMYX,Male,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,7713.55,No,5,0,1,Established High-Value,49-72 months,108.64154929577464,0.9894925164159174,1,Premium,0
2851-STERV,Male,1,No,No,35,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,73.0,2471.25,No,4,0,1,Established High-Value,25-48 months,70.60714285714286,1.033889731917046,0,High,0
4393-GEADV,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.75,7842.3,No,6,0,1,Established High-Value,49-72 months,112.03285714285714,1.0242530890172523,0,Premium,1
8486-AYEQH,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,2227.8,No,0,0,3,New High-Spend,25-48 months,71.86451612903227,1.058241314301104,1,High,0
1527-SXDPN,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),96.25,4990.25,Yes,3,1,1,Established High-Value,49-72 months,95.96634615384616,1.0029557637392916,0,Premium,1
6029-WTIPC,Male,1,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,3744.05,Yes,3,1,1,Established High-Value,25-48 months,101.19054054054054,0.9991052469918936,1,Premium,0
8634-CILSZ,Male,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.7,7220.35,Yes,4,1,1,Established High-Value,49-72 months,104.6427536231884,1.0005470648929762,0,Premium,1
5419-JKZNQ,Male,1,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,77.9,2351.45,No,0,0,3,New High-Spend,25-48 months,78.38166666666666,0.9938548555146826,1,High,0
2495-KZNFB,Female,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.65,2989.6,No,2,0,3,New High-Spend,25-48 months,90.5939393939394,1.0006188118811885,1,Premium,0
1409-PHXTF,Male,1,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.45,6077.75,No,5,0,1,Established High-Value,49-72 months,112.55092592592592,0.9813335527127638,0,Premium,0
4560-WQAQW,Female,0,No,No,59,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),68.7,4070.95,No,3,0,1,Established High-Value,49-72 months,68.99915254237288,0.9956644026578564,0,Medium,1
9591-YVTEB,Male,1,No,No,55,No,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.85,2479.05,No,3,0,2,Established Budget,49-72 months,45.07363636363637,0.9950384219761602,1,Medium,0
9309-BZGNT,Male,1,Yes,No,69,No,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),29.8,2134.3,No,1,0,2,Established Budget,49-72 months,30.93188405797102,0.9634072061097314,0,Low,1
4274-DRSQT,Female,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),88.9,6000.1,No,2,0,1,Established High-Value,49-72 months,90.91060606060609,0.977883701938301,0,Premium,1
2027-DNKIV,Male,0,Yes,Yes,37,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,58.75,2203.1,No,3,0,3,New High-Spend,25-48 months,59.54324324324324,0.9866778630112116,0,Medium,0
8075-GXIUB,Male,1,Yes,No,9,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.85,183.15,No,0,0,0,New Budget,7-12 months,20.35,0.9754299754299754,0,Low,1
2885-HIJDH,Male,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.9,6194.1,No,5,0,1,Established High-Value,49-72 months,89.7695652173913,0.9680340969632392,0,High,1
5424-RLQLC,Male,0,No,No,10,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,59.65,638.95,No,2,0,3,New High-Spend,7-12 months,63.895,0.9335628765944126,1,Medium,0
6682-QJDGB,Male,0,No,Yes,40,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.25,2139.2,Yes,2,1,2,Established Budget,25-48 months,53.48,1.0330964846671653,1,Medium,0
6507-DTJZV,Male,0,No,Yes,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),66.4,831.75,No,2,0,3,New High-Spend,13-24 months,63.98076923076923,1.0378118425007514,1,Medium,1
8780-IXSTS,Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,521.3,Yes,2,1,3,New High-Spend,0-6 months,86.88333333333333,1.0370228275465183,1,High,0
7673-BQGKU,Female,0,Yes,Yes,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.15,1337.5,No,0,0,2,Established Budget,49-72 months,19.38405797101449,1.0395140186915888,0,Low,1
6723-WSNTY,Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.1,7181.95,No,5,0,1,Established High-Value,49-72 months,108.81742424242424,0.993407083034552,0,Premium,1
9530-EHPOH,Male,0,No,No,11,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.75,608.0,Yes,1,1,0,New Budget,7-12 months,55.27272727272727,0.9724506578947368,1,Medium,0
2725-IWWBA,Male,0,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,56.9,2560.1,No,3,0,1,Established High-Value,25-48 months,55.65434782608696,1.0223819382055388,0,Medium,0
0345-HKJVM,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.3,577.6,Yes,2,1,3,New High-Spend,0-6 months,96.26666666666668,0.9276315789473684,1,Premium,0
1061-PNTHC,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,109.6,5953.0,No,5,0,1,Established High-Value,49-72 months,106.30357142857144,1.0310095750041994,1,Premium,0
0394-YONDK,Male,0,Yes,Yes,70,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.15,1790.15,No,0,0,2,Established Budget,49-72 months,25.57357142857143,0.9834371421389267,0,Low,1
6574-MCOEH,Female,0,Yes,Yes,33,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.15,2531.4,No,4,0,1,Established High-Value,25-48 months,76.70909090909092,1.0318203365726475,0,High,0
7399-QHBJS,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),66.75,4760.3,No,3,0,1,Established High-Value,49-72 months,66.11527777777778,1.0096002352792892,0,Medium,1
3049-SOLAY,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.2,292.85,Yes,2,1,3,New High-Spend,0-6 months,97.61666666666667,0.9752432986170394,1,Premium,0
0997-YTLNY,Female,0,No,Yes,19,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,48.8,953.65,No,1,0,0,New Budget,13-24 months,50.19210526315789,0.9722644576102344,1,Medium,0
3317-HRTNN,Female,1,No,No,5,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,45.7,198.0,Yes,2,1,0,New Budget,0-6 months,39.6,1.154040404040404,1,Medium,0
9479-HYNYL,Female,0,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),80.7,5705.05,No,5,0,1,Established High-Value,49-72 months,80.35281690140846,1.004320733385334,0,High,1
3235-ETOOB,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,609.9,Yes,1,1,3,New High-Spend,7-12 months,76.2375,0.9772093785866536,1,High,0
9708-KFDBY,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.55,20.55,No,0,0,0,New Budget,0-6 months,20.55,1.0,1,Low,1
8058-INTPH,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.65,79.65,Yes,1,1,3,New High-Spend,0-6 months,79.65,1.0,1,High,0
3642-GKTCT,Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,115.1,6993.65,No,6,0,1,Established High-Value,49-72 months,114.65,1.0039249890972526,0,Premium,0
0774-RMNUW,Female,0,Yes,Yes,71,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.7,4122.65,No,5,0,1,Established High-Value,49-72 months,58.06549295774647,1.0281493699440896,0,Medium,1
1334-PDUKM,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),86.45,5762.95,No,2,0,1,Established High-Value,49-72 months,84.74926470588235,1.0200678471963145,0,High,1
0756-MPZRL,Male,0,No,No,46,No,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),33.7,1537.85,No,2,0,2,Established Budget,25-48 months,33.43152173913043,1.0080306922001498,0,Low,1
2242-MFOTG,Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),80.1,2603.3,No,1,0,3,New High-Spend,25-48 months,78.88787878787879,1.015365113509776,0,High,1
2927-CVULT,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),104.05,5566.4,No,5,0,1,Established High-Value,49-72 months,105.0264150943396,0.9907031474561656,0,Premium,1
2144-BFDSO,Female,1,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.75,5431.9,No,5,0,1,Established High-Value,49-72 months,108.638,1.0010309468141902,1,Premium,1
8745-PVESG,Female,0,No,No,57,No,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),41.1,2258.25,No,3,0,2,Established Budget,49-72 months,39.61842105263158,1.037396213882431,0,Medium,1
7647-GYYKX,Female,0,Yes,Yes,54,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.35,1092.35,No,0,0,2,Established Budget,49-72 months,20.2287037037037,1.0059962466242507,0,Low,1
5647-FXOTP,Female,1,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6401.25,No,4,0,1,Established High-Value,49-72 months,106.6875,0.9926186291739896,1,Premium,0
5569-OUICF,Female,1,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.3,2812.2,Yes,3,1,3,New High-Spend,25-48 months,100.43571428571428,1.0086053623497615,1,Premium,1
8821-XNHVZ,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.05,80.05,Yes,1,1,3,New High-Spend,0-6 months,80.05,1.0,1,High,0
2082-OJVTK,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.2,2698.35,Yes,2,1,3,New High-Spend,25-48 months,93.04655172413791,0.9586599218040656,1,Premium,0
9700-ISPUP,Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.5,616.9,No,3,0,3,New High-Spend,7-12 months,61.69,1.0617604149781164,1,Medium,0
9839-ETQOE,Male,0,No,Yes,43,No,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,40.45,1912.85,No,3,0,2,Established Budget,25-48 months,44.48488372093023,0.9092976448754478,1,Medium,0
6078-VESFR,Male,1,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.45,849.1,No,0,0,3,New High-Spend,13-24 months,65.31538461538462,1.078612648686845,1,Medium,1
9027-TMATR,Female,0,Yes,No,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,78.8,3460.3,No,5,0,1,Established High-Value,25-48 months,80.47209302325582,0.979221454787157,0,High,0
5940-NFXKV,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.65,1465.75,Yes,1,1,3,New High-Spend,13-24 months,77.14473684210526,1.084325430666894,1,High,0
1941-HOSAM,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.1,90.1,No,2,0,3,New High-Spend,0-6 months,90.1,1.0,1,High,0
9110-HSGTV,Female,0,No,No,69,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5555.3,No,5,0,1,Established High-Value,49-72 months,80.51159420289855,1.024076107500945,0,High,1
0704-VCUMB,Female,0,Yes,No,61,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.25,1278.8,No,0,0,2,Established Budget,49-72 months,20.963934426229507,0.9659446355958712,0,Low,1
6171-ZTVYB,Male,0,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),66.25,2907.35,No,3,0,1,Established High-Value,25-48 months,67.61279069767441,0.97984418800626,1,Medium,1
8053-WWDRO,Female,0,Yes,No,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.5,146.3,Yes,0,1,0,New Budget,0-6 months,24.383333333333336,0.7997265892002733,1,Low,1
9564-KCLHR,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.25,51.25,Yes,1,1,0,New Budget,0-6 months,51.25,1.0,1,Medium,0
1935-IMVBB,Male,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.7,4952.95,No,2,0,1,Established High-Value,49-72 months,88.44553571428571,1.0141834664190028,1,High,0
2535-PBCGC,Female,0,Yes,No,70,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),64.55,4504.9,No,6,0,1,Established High-Value,49-72 months,64.35571428571428,1.0030189349375125,0,Medium,1
2082-CEFLT,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.6,45.6,Yes,0,1,0,New Budget,0-6 months,45.6,1.0,1,Medium,0
1470-PSXNM,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.65,4520.15,No,3,0,1,Established High-Value,49-72 months,92.24795918367346,1.0151986106655757,0,Premium,0
1213-NGCUN,Female,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.65,267.35,Yes,1,1,0,New Budget,0-6 months,44.55833333333334,1.1142696839349169,1,Medium,1
2498-XLDZR,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,73.6,2316.85,No,5,0,1,Established High-Value,25-48 months,72.4015625,1.016552646912834,0,High,0
9866-OCCKE,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,109.75,8075.35,No,5,0,1,Established High-Value,49-72 months,112.1576388888889,0.97853343817915,0,Premium,0
5338-YHWYT,Male,0,No,Yes,37,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),61.45,2302.35,No,3,0,3,New High-Spend,25-48 months,62.22567567567568,0.9875344756444504,0,Medium,1
7718-UPSKJ,Female,0,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.4,7251.9,No,5,0,1,Established High-Value,49-72 months,105.1,1.0123691722169363,0,Premium,1
8731-WBBMB,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.9,2078.55,No,5,0,1,Established High-Value,25-48 months,79.94423076923077,1.024464169733709,1,High,1
1448-CYWKC,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.2,6225.4,No,4,0,1,Established High-Value,49-72 months,107.33448275862068,0.9801137276319596,0,Premium,1
7901-IIDQV,Male,0,No,No,24,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.6,1242.25,No,1,0,3,New High-Spend,13-24 months,51.76041666666666,1.054860132823506,0,Medium,1
